ID_Vendedor,Data,ID_Cliente,Cliente,Contrato,Vendedor,Gestão
4065,2010-07-16,13482,Renata Campos,Plano Anual,Anchieta,Marrone
4066,2010-04-29,13486,Ricardo Barbosa,Plano Anual,Anchieta,Marrone
4067,2010-02-16,13487,Beatriz Cardoso,Plano Anual,Patricia,Marrone
4068,2010-06-17,13492,Maria Santos,Plano Anual,Ricardo,Marrone
4069,2010-12-21,13497,Ana Costa,Plano de 5 anos,Carlos,Marrone
4070,2010-07-23,13498,Silvia Cavalcanti,Plano de 5 anos,Beatriz,Marrone
4071,2010-12-09,13501,Marcelo Rezende,Plano Anual,Fernanda,Marrone
4072,2010-12-02,13504,Gabriel Ramos,Plano Anual,Ricardo,Marrone
4073,2010-06-22,13507,João Silva,Plano Anual,Ricardo,Marrone
4074,2010-02-24,13509,Rodrigo Neves,Plano de 10 anos,Camila,Marrone
4075,2010-12-07,13513,Lucia Ferreira,Plano de 5 anos,Gabriel,Marrone
4076,2010-08-21,13516,Marcelo Rezende,Plano de 10 anos,Ricardo,Marrone
4077,2010-06-01,13520,Roberto Martins,Plano Anual,Thiago,Marrone
4078,2010-05-28,13527,Monica Batista,Plano de 10 anos,Rodrigo,Marrone
4079,2010-05-14,13529,Leticia Cunha,Plano de 10 anos,Amanda,Marrone
4080,2010-09-02,13535,Lucas Teixeira,Plano de 5 anos,Carlos,Marrone
4081,2010-01-16,13541,Tatiana Moreira,Plano de 10 anos,Ricardo,Marrone
4082,2010-02-03,13543,Henrique Lopes,Plano de 5 anos,Ricardo,Marrone
4083,2010-11-26,13549,Camila Rodrigues,Plano de 5 anos,Ricardo,Marrone
4084,2010-04-22,13551,Leonardo Vieira,Plano de 10 anos,Anchieta,Marrone
4085,2010-04-09,13553,Rafael Mendes,Plano de 5 anos,Anchieta,Marrone
4086,2010-09-30,13555,Gabriel Ramos,Plano de 10 anos,Ricardo,Marrone
4087,2010-06-03,13556,Vanessa Correia,Plano de 5 anos,Lucas,Marrone
4088,2010-01-27,13560,Marcelo Rezende,Plano Anual,Ricardo,Marrone
4089,2010-10-30,13564,Lucia Ferreira,Plano de 10 anos,Amanda,Marrone
4090,2010-10-28,13569,Felipe Barros,Plano Anual,Ricardo,Marrone
4091,2010-09-14,13574,Fernando Alves,Plano de 5 anos,Ricardo,Marrone
4092,2010-03-11,13578,Gustavo Azevedo,Plano de 10 anos,Mario,Marrone
4093,2010-08-24,13583,Vinicius Torres,Plano Anual,Ricardo,Marrone
4094,2010-08-01,13587,Raquel Pires,Plano de 5 anos,Anchieta,Marrone
4095,2010-01-03,13588,Adriana Farias,Plano de 5 anos,Juliana,Marrone
4096,2010-09-14,13591,Paula Melo,Plano de 5 anos,Daniela,Marrone
4097,2010-04-13,13592,Renata Campos,Plano Anual,Ricardo,Marrone
4098,2010-09-10,13596,Monica Batista,Plano de 10 anos,Beatriz,Marrone
4099,2010-10-03,13597,Fernanda Gomes,Plano de 10 anos,Carlos,Marrone
4100,2010-12-21,13598,Renata Campos,Plano Anual,Ricardo,Marrone
4101,2010-10-29,13601,Gabriel Ramos,Plano de 5 anos,Anchieta,Marrone
4102,2010-03-24,13607,Daniela Sousa,Plano Anual,Anchieta,Marrone
4103,2010-11-12,13611,Tatiana Moreira,Plano Anual,Anchieta,Marrone
4104,2010-07-13,13616,Anderson Coelho,Plano de 10 anos,Anchieta,Marrone
4105,2010-08-20,13619,Leonardo Vieira,Plano de 5 anos,Ricardo,Marrone
4106,2010-12-22,13621,Fernanda Gomes,Plano Anual,Thiago,Marrone
4107,2010-03-02,13622,Amanda Dias,Plano Anual,Lucas,Marrone
4108,2010-12-28,13627,Fernando Alves,Plano de 5 anos,Anchieta,Marrone
4109,2010-06-04,13628,Cristina Machado,Plano Anual,Ricardo,Marrone
4110,2010-11-13,13632,Felipe Barros,Plano Anual,Rodrigo,Marrone
4111,2010-07-13,13633,Bruno Castro,Plano de 10 anos,Ricardo,Marrone
4112,2010-06-20,13637,Rafael Mendes,Plano Anual,Anchieta,Marrone
4113,2010-11-24,13640,Rafael Mendes,Plano de 5 anos,Anchieta,Marrone
4114,2010-11-16,13643,Maria Santos,Plano de 10 anos,Ricardo,Marrone
4115,2010-07-31,13649,Bruno Castro,Plano Anual,Ricardo,Marrone
4116,2010-09-30,13651,Lucas Teixeira,Plano de 10 anos,Anchieta,Marrone
4117,2010-04-29,13657,Vinicius Torres,Plano Anual,Fernanda,Marrone
4118,2010-07-29,13663,Bruna Ribeiro,Plano de 10 anos,Ricardo,Marrone
4119,2010-09-28,13667,Henrique Lopes,Plano de 10 anos,Anchieta,Marrone
4120,2010-10-01,13671,Bruna Ribeiro,Plano de 10 anos,Gabriel,Marrone
4121,2010-05-15,13672,Eduardo Moura,Plano de 5 anos,Lucas,Marrone
4122,2010-04-29,13677,Bruna Ribeiro,Plano Anual,Ricardo,Marrone
4123,2010-08-27,13679,Diego Pinto,Plano de 5 anos,Lucas,Marrone
4124,2010-08-08,13686,Mariana Duarte,Plano de 5 anos,Anchieta,Marrone
4125,2010-08-31,13689,Maria Santos,Plano de 5 anos,Ricardo,Marrone
4126,2010-02-11,13695,Lucas Teixeira,Plano de 10 anos,Carlos,Marrone
4127,2010-06-25,13696,Thiago Monteiro,Plano de 5 anos,Carlos,Marrone
4128,2010-01-19,13697,Lucas Teixeira,Plano Anual,Anchieta,Marrone
4129,2010-03-04,13698,Diego Pinto,Plano de 10 anos,Thiago,Marrone
4130,2010-03-06,13704,José Carvalho,Plano de 10 anos,Ricardo,Marrone
4131,2010-08-31,13705,Beatriz Cardoso,Plano de 10 anos,Gabriel,Marrone
4132,2010-11-26,13706,Vinicius Torres,Plano de 5 anos,Ricardo,Marrone
4133,2010-12-24,13710,Juliana Lima,Plano de 10 anos,Ricardo,Marrone
4134,2010-10-12,13712,Felipe Barros,Plano de 5 anos,Anchieta,Marrone
4135,2010-07-07,13713,Juliana Lima,Plano de 5 anos,Lucas,Marrone
4136,2010-05-25,13714,Ricardo Barbosa,Plano Anual,Ricardo,Marrone
4137,2010-02-23,13715,Lucas Teixeira,Plano Anual,Anchieta,Marrone
4138,2010-07-04,13720,Isabela Castro,Plano de 5 anos,Beatriz,Marrone
4139,2010-12-07,13723,Beatriz Cardoso,Plano Anual,Patricia,Marrone
4140,2010-11-02,13729,Daniela Sousa,Plano Anual,Ricardo,Marrone
4141,2010-08-08,13735,Marcos Pereira,Plano de 10 anos,Anchieta,Marrone
4142,2010-11-18,13739,Paulo Nascimento,Plano de 10 anos,Pedro,Marrone
4143,2010-02-09,13746,Juliana Lima,Plano de 5 anos,Thiago,Marrone
4144,2010-11-27,13753,Eduardo Moura,Plano Anual,Beatriz,Marrone
4145,2010-10-05,13757,Henrique Lopes,Plano Anual,Juliana,Marrone
4146,2010-07-28,13760,Maria Santos,Plano de 5 anos,Mariana,Marrone
4147,2010-03-07,13762,Vinicius Torres,Plano de 5 anos,Ricardo,Marrone
4148,2010-02-04,13769,Paulo Nascimento,Plano Anual,Juliana,Marrone
4149,2010-03-24,13775,Monica Batista,Plano de 10 anos,Ricardo,Marrone
4150,2010-10-21,13779,Juliana Lima,Plano Anual,Cássia,Marrone
4151,2010-02-16,13780,Monica Batista,Plano de 5 anos,Ricardo,Marrone
4152,2010-06-30,13782,Tatiana Moreira,Plano de 10 anos,Ricardo,Marrone
4153,2010-01-05,13788,Carolina Freitas,Plano de 10 anos,Anchieta,Marrone
4154,2010-04-17,13794,Renata Campos,Plano de 10 anos,Ricardo,Marrone
4155,2010-01-27,13795,Bruna Ribeiro,Plano de 5 anos,Rodrigo,Marrone
4156,2010-03-23,13800,Adriana Farias,Plano de 5 anos,Ricardo,Marrone
4157,2010-05-01,13803,Paulo Nascimento,Plano de 5 anos,Fernando,Marrone
4158,2010-02-03,13807,Tatiana Moreira,Plano de 10 anos,Juliana,Marrone
4159,2010-09-23,13809,Fernando Alves,Plano de 10 anos,Juliana,Marrone
4160,2010-01-05,13813,Fernando Alves,Plano de 10 anos,Lucas,Marrone
4161,2010-11-12,13817,Gustavo Azevedo,Plano de 10 anos,Cássia,Marrone
4162,2010-08-31,13820,Maria Santos,Plano Anual,Lucas,Marrone
4163,2010-03-05,13824,Mariana Duarte,Plano de 5 anos,Anchieta,Marrone
4164,2010-03-30,13827,Isabela Castro,Plano Anual,Ricardo,Marrone
4165,2010-10-20,13831,Tatiana Moreira,Plano de 10 anos,Ricardo,Marrone
4166,2010-09-16,13837,Henrique Lopes,Plano de 5 anos,Patricia,Marrone
4167,2010-01-06,13842,João Silva,Plano de 5 anos,Anchieta,Marrone
4168,2010-04-21,13844,Bruno Castro,Plano de 5 anos,Anchieta,Marrone
4169,2010-01-13,13846,Mariana Duarte,Plano de 10 anos,Anchieta,Marrone
4170,2010-07-04,13847,Patricia Rocha,Plano Anual,Daniela,Marrone
4171,2010-04-23,13849,Tatiana Moreira,Plano Anual,Mario,Marrone
4172,2010-10-26,13851,Fernando Alves,Plano de 5 anos,Anchieta,Marrone
4173,2010-12-21,13852,Diego Pinto,Plano de 5 anos,Fernanda,Marrone
4174,2010-10-07,13856,Maria Santos,Plano de 10 anos,Anchieta,Marrone
4175,2010-07-13,13859,Rodrigo Neves,Plano de 10 anos,Ricardo,Marrone
4176,2010-01-08,13860,Gabriel Ramos,Plano de 10 anos,Ricardo,Marrone
4177,2010-07-09,13862,Fernando Alves,Plano de 5 anos,Fernando,Marrone
4178,2010-03-12,13866,Camila Rodrigues,Plano de 5 anos,Ricardo,Marrone
4179,2010-06-26,13870,Anderson Coelho,Plano de 10 anos,Ricardo,Marrone
4180,2010-12-12,13872,Fernando Alves,Plano de 5 anos,Beatriz,Marrone
4181,2010-10-03,13879,Alexandre Araújo,Plano de 10 anos,Ricardo,Marrone
4182,2010-07-25,13886,Leticia Cunha,Plano Anual,Amanda,Marrone
4183,2010-11-17,13888,Renata Campos,Plano de 10 anos,Fernando,Marrone
4184,2010-02-23,13891,Vanessa Correia,Plano de 5 anos,Juliana,Marrone
4185,2010-11-09,13893,Raquel Pires,Plano Anual,Gabriel,Marrone
4186,2010-05-13,13895,Mariana Duarte,Plano Anual,Camila,Marrone
4187,2010-05-06,13897,Patricia Rocha,Plano de 5 anos,Ricardo,Marrone
4188,2010-12-14,13903,Gustavo Azevedo,Plano de 10 anos,Pedro,Marrone
4189,2010-10-13,13907,Paulo Nascimento,Plano de 5 anos,Juliana,Marrone
4190,2010-07-21,13912,Amanda Dias,Plano de 10 anos,Anchieta,Marrone
4191,2010-01-01,13913,José Carvalho,Plano de 5 anos,Anchieta,Marrone
4192,2010-08-24,13915,Raquel Pires,Plano Anual,Ricardo,Marrone
4193,2010-01-27,13917,Felipe Barros,Plano Anual,Mariana,Marrone
4194,2010-01-21,13918,Fernando Alves,Plano Anual,Fernanda,Marrone
4195,2010-01-12,13919,Monica Batista,Plano de 5 anos,Thiago,Marrone
4196,2010-11-16,13925,Monica Batista,Plano de 10 anos,Ricardo,Marrone
4197,2010-07-16,13928,Felipe Barros,Plano de 10 anos,Beatriz,Marrone
4198,2010-07-30,13929,Patricia Rocha,Plano de 10 anos,Daniela,Marrone
4199,2010-02-06,13934,José Carvalho,Plano de 10 anos,Anchieta,Marrone
4200,2010-04-14,13939,João Silva,Plano Anual,Anchieta,Marrone
4201,2010-04-27,13941,Raquel Pires,Plano de 5 anos,Anchieta,Marrone
4202,2010-08-11,13943,Daniela Sousa,Plano de 5 anos,Juliana,Marrone
4203,2010-06-10,13944,Ricardo Barbosa,Plano de 5 anos,Ricardo,Marrone
4204,2010-09-29,13949,Patricia Rocha,Plano de 5 anos,Mario,Marrone
4205,2010-07-21,13951,Roberto Martins,Plano de 10 anos,Fernando,Marrone
4206,2010-03-31,13954,Adriana Farias,Plano Anual,Anchieta,Marrone
4207,2010-06-18,13956,Camila Rodrigues,Plano de 5 anos,Beatriz,Marrone
4208,2010-01-21,13960,Henrique Lopes,Plano de 5 anos,Ricardo,Marrone
4209,2010-05-11,13961,Tatiana Moreira,Plano Anual,Ricardo,Marrone
4210,2010-05-18,13963,Thiago Monteiro,Plano de 5 anos,Amanda,Marrone
4211,2010-05-01,13964,Leonardo Vieira,Plano de 10 anos,Ricardo,Marrone
4212,2010-09-11,13968,Adriana Farias,Plano Anual,Ricardo,Marrone
4213,2010-08-05,13969,Diego Pinto,Plano de 10 anos,Ricardo,Marrone
4214,2010-08-26,13971,Anderson Coelho,Plano de 5 anos,Ricardo,Marrone
4215,2010-03-13,13974,Maria Santos,Plano Anual,Anchieta,Marrone
4216,2010-06-03,13976,Pedro Oliveira,Plano Anual,Cássia,Marrone
4217,2010-09-21,13981,Vanessa Correia,Plano de 10 anos,Anchieta,Marrone
4218,2010-04-10,13984,Roberto Martins,Plano Anual,Anchieta,Marrone
4219,2010-12-19,13988,Gustavo Azevedo,Plano de 10 anos,Amanda,Marrone
4220,2010-07-25,13991,João Silva,Plano de 5 anos,Ricardo,Marrone
4221,2010-06-01,13997,Rafael Mendes,Plano de 10 anos,Patricia,Marrone
4222,2010-10-27,13999,Vinicius Torres,Plano Anual,Carlos,Marrone
4223,2010-02-02,14003,Beatriz Cardoso,Plano de 5 anos,Ricardo,Marrone
4224,2010-02-03,14008,Maria Santos,Plano Anual,Ricardo,Marrone
4225,2010-09-21,14011,Adriana Farias,Plano Anual,Ricardo,Marrone
4226,2010-03-18,14014,Anderson Coelho,Plano de 10 anos,Thiago,Marrone
4227,2010-09-14,14015,Anderson Coelho,Plano de 10 anos,Ricardo,Marrone
4228,2010-04-20,14016,Raquel Pires,Plano de 10 anos,Camila,Marrone
4229,2010-07-23,14021,Lucas Teixeira,Plano Anual,Ricardo,Marrone
4230,2010-01-27,14023,Isabela Castro,Plano Anual,Juliana,Marrone
4231,2010-01-14,14027,Amanda Dias,Plano de 5 anos,Lucas,Marrone
4232,2010-02-16,14031,Marcelo Rezende,Plano de 5 anos,Anchieta,Marrone
4233,2010-02-26,14033,Juliana Lima,Plano de 10 anos,Beatriz,Marrone
4234,2010-12-09,14037,Thiago Monteiro,Plano de 10 anos,Ricardo,Marrone
4235,2010-02-09,14042,Renata Campos,Plano Anual,Ricardo,Marrone
4236,2010-11-25,14043,Raquel Pires,Plano de 10 anos,Fernando,Marrone
4237,2010-08-03,14044,Lucia Ferreira,Plano Anual,Ricardo,Marrone
4238,2010-02-23,14046,Silvia Cavalcanti,Plano Anual,Fernanda,Marrone
4239,2010-11-30,14047,Ricardo Barbosa,Plano de 5 anos,Anchieta,Marrone
4240,2010-12-21,14050,Fernando Alves,Plano Anual,Ricardo,Marrone
4241,2010-11-23,14053,Patricia Rocha,Plano de 5 anos,Ricardo,Marrone
4242,2010-01-29,14056,Raquel Pires,Plano de 10 anos,Ricardo,Marrone
4243,2010-01-22,14057,Leticia Cunha,Plano Anual,Anchieta,Marrone
4244,2010-10-26,14059,Juliana Lima,Plano de 5 anos,Rodrigo,Marrone
4245,2010-12-14,14062,Daniela Sousa,Plano Anual,Anchieta,Marrone
4246,2010-11-17,14064,Carlos Souza,Plano de 10 anos,Mario,Marrone
4247,2010-09-12,14069,Silvia Cavalcanti,Plano de 5 anos,Ricardo,Marrone
4248,2010-07-20,14074,Daniela Sousa,Plano de 5 anos,Anchieta,Marrone
4249,2010-07-11,14076,Paula Melo,Plano de 5 anos,Anchieta,Marrone
4250,2010-06-29,14077,Maria Santos,Plano Anual,Anchieta,Marrone
4251,2010-10-13,14083,Diego Pinto,Plano Anual,Anchieta,Marrone
4252,2010-05-13,14090,Monica Batista,Plano de 5 anos,Juliana,Marrone
4253,2010-09-24,14094,Fernanda Gomes,Plano de 10 anos,Camila,Marrone
4254,2010-09-03,14101,Vanessa Correia,Plano Anual,Anchieta,Marrone
4255,2010-11-10,14107,Maria Santos,Plano Anual,Anchieta,Marrone
4256,2010-01-30,14110,Marcos Pereira,Plano de 10 anos,Beatriz,Marrone
4257,2010-01-05,14114,Simone Fonseca,Plano de 10 anos,Ricardo,Marrone
4258,2010-02-19,14118,Henrique Lopes,Plano de 5 anos,Ricardo,Marrone
4259,2010-01-13,14119,Rodrigo Neves,Plano Anual,Rodrigo,Marrone
4260,2010-04-17,14120,Carolina Freitas,Plano de 10 anos,Ricardo,Marrone
4261,2010-12-17,14125,Adriana Farias,Plano Anual,Anchieta,Marrone
4262,2010-03-02,14126,Rodrigo Neves,Plano de 5 anos,Pedro,Marrone
4263,2010-02-24,14127,Maria Santos,Plano de 5 anos,Anchieta,Marrone
4264,2010-01-29,14129,Rafael Mendes,Plano de 10 anos,Ricardo,Marrone
4265,2010-03-16,14133,Carolina Freitas,Plano Anual,Ricardo,Marrone
4266,2010-10-12,14137,Pedro Oliveira,Plano de 10 anos,Anchieta,Marrone
4267,2010-06-10,14139,Tatiana Moreira,Plano Anual,Anchieta,Marrone
4268,2010-03-03,14143,Thiago Monteiro,Plano de 5 anos,Anchieta,Marrone
4269,2010-05-08,14144,Mariana Duarte,Plano de 10 anos,Amanda,Marrone
4270,2010-01-12,14146,Marcos Pereira,Plano Anual,Ricardo,Marrone
4271,2010-06-29,14150,Lucia Ferreira,Plano de 10 anos,Ricardo,Marrone
4272,2010-07-14,14152,Marcos Pereira,Plano Anual,Ricardo,Marrone
4273,2010-12-07,14154,Anderson Coelho,Plano de 10 anos,Ricardo,Marrone
4274,2010-03-17,14158,Juliana Lima,Plano de 5 anos,Ricardo,Marrone
4275,2010-07-24,14160,Vanessa Correia,Plano Anual,Anchieta,Marrone
4276,2010-01-31,14161,Anderson Coelho,Plano Anual,Anchieta,Marrone
4277,2010-02-24,14163,Isabela Castro,Plano de 5 anos,Camila,Marrone
4278,2010-10-16,14167,Marcelo Rezende,Plano de 10 anos,Ricardo,Marrone
4279,2010-02-10,14169,Bruno Castro,Plano de 10 anos,Anchieta,Marrone
4280,2010-05-29,14172,Alexandre Araújo,Plano Anual,Anchieta,Marrone
4281,2010-02-21,14175,Carolina Freitas,Plano Anual,Thiago,Marrone
4282,2010-04-10,14181,Henrique Lopes,Plano de 10 anos,Ricardo,Marrone
4283,2010-03-23,14186,Simone Fonseca,Plano de 10 anos,Ricardo,Marrone
4284,2010-10-21,14187,Raquel Pires,Plano de 5 anos,Ricardo,Marrone
4285,2010-10-03,14192,Daniela Sousa,Plano Anual,Ricardo,Marrone
4286,2010-12-17,14194,Fernanda Gomes,Plano Anual,Ricardo,Marrone
4287,2010-12-26,14197,Marcelo Rezende,Plano Anual,Mario,Marrone
4288,2010-10-12,14202,Maria Santos,Plano Anual,Anchieta,Marrone
4289,2010-06-08,14205,Mariana Duarte,Plano Anual,Ricardo,Marrone
4290,2010-11-05,14208,Thiago Monteiro,Plano de 10 anos,Anchieta,Marrone
4291,2010-08-17,14213,Bruno Castro,Plano de 5 anos,Anchieta,Marrone
4292,2010-05-04,14214,Simone Fonseca,Plano de 10 anos,Pedro,Marrone
4293,2010-08-01,14221,Vanessa Correia,Plano de 10 anos,Ricardo,Marrone
4294,2010-02-23,14223,Marcos Pereira,Plano Anual,Anchieta,Marrone
4295,2010-01-02,14229,Patricia Rocha,Plano Anual,Ricardo,Marrone
4296,2010-10-27,14233,Lucas Teixeira,Plano de 10 anos,Ricardo,Marrone
4297,2010-01-27,14234,Patricia Rocha,Plano de 10 anos,Pedro,Marrone
4298,2010-05-29,14236,Adriana Farias,Plano de 5 anos,Lucas,Marrone
4299,2010-02-07,14237,Leonardo Vieira,Plano de 5 anos,Carlos,Marrone
4300,2010-12-18,14238,Raquel Pires,Plano de 5 anos,Ricardo,Marrone
4301,2010-01-23,14241,Ricardo Barbosa,Plano Anual,Ricardo,Marrone
4302,2010-08-28,14244,Patricia Rocha,Plano de 10 anos,Juliana,Marrone
4303,2010-01-26,14247,Gustavo Azevedo,Plano de 10 anos,Ricardo,Marrone
4304,2010-03-17,14248,Paula Melo,Plano Anual,Fernando,Marrone
4305,2010-06-10,14251,Cristina Machado,Plano de 10 anos,Cássia,Marrone
4306,2010-10-12,14255,Fernanda Gomes,Plano Anual,Ricardo,Marrone
4307,2010-02-09,14257,Thiago Monteiro,Plano Anual,Anchieta,Marrone
4308,2010-04-11,14259,Adriana Farias,Plano de 10 anos,Anchieta,Marrone
4309,2010-07-25,14264,Isabela Castro,Plano Anual,Ricardo,Marrone
4310,2010-09-28,14265,Juliana Lima,Plano de 10 anos,Anchieta,Marrone
4311,2010-04-21,14269,Fernanda Gomes,Plano de 5 anos,Patricia,Marrone
4312,2010-09-21,14273,Simone Fonseca,Plano Anual,Fernando,Marrone
4313,2010-07-22,14275,Lucia Ferreira,Plano de 10 anos,Anchieta,Marrone
4314,2010-01-15,14277,Pedro Oliveira,Plano Anual,Ricardo,Marrone
4315,2010-11-25,14280,Vinicius Torres,Plano de 5 anos,Patricia,Marrone
4316,2010-08-17,14287,Mariana Duarte,Plano de 10 anos,Anchieta,Marrone
4317,2010-07-17,14294,Isabela Castro,Plano de 5 anos,Anchieta,Marrone
4318,2010-01-26,14295,João Silva,Plano de 5 anos,Ricardo,Marrone
4319,2010-05-07,14297,Henrique Lopes,Plano Anual,Rodrigo,Marrone
4320,2010-05-16,14300,Juliana Lima,Plano de 5 anos,Fernanda,Marrone
4321,2010-06-22,14302,Daniela Sousa,Plano de 10 anos,Ricardo,Marrone
4322,2010-02-13,14309,Patricia Rocha,Plano de 10 anos,Ricardo,Marrone
4323,2010-01-19,14315,Juliana Lima,Plano de 5 anos,Fernanda,Marrone
4324,2010-11-23,14318,Cristina Machado,Plano de 10 anos,Ricardo,Marrone
4325,2010-05-01,14320,Anderson Coelho,Plano de 10 anos,Ricardo,Marrone
4326,2010-04-06,14322,Isabela Castro,Plano de 10 anos,Anchieta,Marrone
4327,2010-11-06,14325,Lucia Ferreira,Plano de 10 anos,Ricardo,Marrone
4328,2010-09-08,14328,Lucia Ferreira,Plano de 5 anos,Amanda,Marrone
4329,2010-12-15,14333,Lucia Ferreira,Plano Anual,Ricardo,Marrone
4330,2010-07-16,14337,Vinicius Torres,Plano de 5 anos,Ricardo,Marrone
4331,2010-06-20,14341,Raquel Pires,Plano Anual,Anchieta,Marrone
4332,2010-05-20,14344,Eduardo Moura,Plano de 10 anos,Rodrigo,Marrone
4333,2010-11-06,14350,Tatiana Moreira,Plano de 5 anos,Beatriz,Marrone
4334,2010-09-16,14356,Marcos Pereira,Plano Anual,Ricardo,Marrone
4335,2010-12-21,14359,Camila Rodrigues,Plano de 10 anos,Ricardo,Marrone
4336,2010-03-25,14366,Renata Campos,Plano de 10 anos,Lucas,Marrone
4337,2010-10-06,14371,Paulo Nascimento,Plano de 5 anos,Ricardo,Marrone
4338,2010-08-19,14374,Lucas Teixeira,Plano Anual,Ricardo,Marrone
4339,2010-01-13,14377,Maria Santos,Plano Anual,Ricardo,Marrone
4340,2010-12-05,14378,Cristina Machado,Plano de 10 anos,Anchieta,Marrone
4341,2010-05-12,14379,Eduardo Moura,Plano Anual,Carlos,Marrone
4342,2011-03-11,14383,Diego Pinto,Plano de 5 anos,Anchieta,Marrone
4343,2011-05-20,14387,Paulo Nascimento,Plano de 10 anos,Juliana,Marrone
4344,2011-07-16,14390,Eduardo Moura,Plano Anual,Ricardo,Marrone
4345,2011-04-05,14394,Silvia Cavalcanti,Plano de 10 anos,Ricardo,Marrone
4346,2011-08-07,14398,Rafael Mendes,Plano de 5 anos,Anchieta,Marrone
4347,2011-10-02,14400,Paulo Nascimento,Plano de 5 anos,Ricardo,Marrone
4348,2011-03-30,14404,João Silva,Plano de 10 anos,Ricardo,Marrone
4349,2011-06-11,14410,Monica Batista,Plano de 5 anos,Carlos,Marrone
4350,2011-01-28,14416,Diego Pinto,Plano Anual,Anchieta,Marrone
4351,2011-06-04,14417,Anderson Coelho,Plano Anual,Ricardo,Marrone
4352,2011-06-29,14419,Pedro Oliveira,Plano de 10 anos,Ricardo,Marrone
4353,2011-11-22,14420,Eduardo Moura,Plano de 5 anos,Ricardo,Marrone
4354,2011-06-26,14425,Ricardo Barbosa,Plano Anual,Ricardo,Marrone
4355,2011-05-01,14429,Fernanda Gomes,Plano Anual,Anchieta,Marrone
4356,2011-11-29,14430,José Carvalho,Plano de 5 anos,Anchieta,Marrone
4357,2011-12-06,14433,Bruno Castro,Plano Anual,Anchieta,Marrone
4358,2011-12-16,14436,Cristina Machado,Plano de 5 anos,Juliana,Marrone
4359,2011-08-11,14440,Raquel Pires,Plano de 10 anos,Ricardo,Marrone
4360,2011-06-24,14442,Lucia Ferreira,Plano Anual,Mariana,Marrone
4361,2011-01-05,14448,Ana Costa,Plano Anual,Ricardo,Marrone
4362,2011-11-08,14455,Daniela Sousa,Plano Anual,Ricardo,Marrone
4363,2011-09-16,14457,Vanessa Correia,Plano Anual,Anchieta,Marrone
4364,2011-11-06,14458,Beatriz Cardoso,Plano Anual,Cássia,Marrone
4365,2011-06-08,14460,Renata Campos,Plano de 5 anos,Ricardo,Marrone
4366,2011-06-02,14461,Fernando Alves,Plano de 5 anos,Rodrigo,Marrone
4367,2011-06-26,14462,Ana Costa,Plano Anual,Ricardo,Marrone
4368,2011-07-10,14465,Roberto Martins,Plano de 5 anos,Ricardo,Marrone
4369,2011-07-27,14468,Paulo Nascimento,Plano de 5 anos,Anchieta,Marrone
4370,2011-03-06,14473,Mariana Duarte,Plano de 5 anos,Mario,Marrone
4371,2011-05-21,14476,Simone Fonseca,Plano Anual,Anchieta,Marrone
4372,2011-12-10,14477,Tatiana Moreira,Plano de 10 anos,Cássia,Marrone
4373,2011-04-19,14482,Lucas Teixeira,Plano Anual,Ricardo,Marrone
4374,2011-07-27,14486,Daniela Sousa,Plano de 10 anos,Ricardo,Marrone
4375,2011-02-01,14490,Tatiana Moreira,Plano de 10 anos,Anchieta,Marrone
4376,2011-03-16,14495,Leticia Cunha,Plano de 10 anos,Cássia,Marrone
4377,2011-02-23,14497,Vinicius Torres,Plano Anual,Gabriel,Marrone
4378,2011-05-22,14500,Bruna Ribeiro,Plano de 10 anos,Anchieta,Marrone
4379,2011-08-13,14502,Roberto Martins,Plano de 10 anos,Anchieta,Marrone
4380,2011-11-26,14504,Felipe Barros,Plano de 5 anos,Ricardo,Marrone
4381,2011-07-19,14506,Silvia Cavalcanti,Plano de 10 anos,Ricardo,Marrone
4382,2011-05-25,14510,Daniela Sousa,Plano de 10 anos,Ricardo,Marrone
4383,2011-05-03,14513,Lucas Teixeira,Plano Anual,Mariana,Marrone
4384,2011-02-04,14516,Felipe Barros,Plano de 5 anos,Ricardo,Marrone
4385,2011-08-14,14519,Lucas Teixeira,Plano de 10 anos,Carlos,Marrone
4386,2011-01-12,14522,Tatiana Moreira,Plano de 5 anos,Anchieta,Marrone
4387,2011-11-15,14523,Paula Melo,Plano Anual,Carlos,Marrone
4388,2011-03-24,14525,Marcelo Rezende,Plano de 5 anos,Gabriel,Marrone
4389,2011-08-28,14532,Alexandre Araújo,Plano de 5 anos,Anchieta,Marrone
4390,2011-10-13,14537,Simone Fonseca,Plano Anual,Ricardo,Marrone
4391,2011-05-19,14540,Henrique Lopes,Plano Anual,Camila,Marrone
4392,2011-12-18,14546,Cristina Machado,Plano de 10 anos,Anchieta,Marrone
4393,2011-04-05,14548,Mariana Duarte,Plano de 5 anos,Anchieta,Marrone
4394,2011-12-18,14554,Felipe Barros,Plano de 5 anos,Anchieta,Marrone
4395,2011-09-24,14555,Marcelo Rezende,Plano Anual,Ricardo,Marrone
4396,2011-10-21,14558,Maria Santos,Plano Anual,Gabriel,Marrone
4397,2011-04-08,14560,Pedro Oliveira,Plano de 10 anos,Ricardo,Marrone
4398,2011-06-26,14563,Fernanda Gomes,Plano de 10 anos,Fernanda,Marrone
4399,2011-12-31,14569,Bruna Ribeiro,Plano de 5 anos,Thiago,Marrone
