Data,ID_Cliente,Cliente,Almoco,Bebidas,Total_Gasto
2007-10-27,7930,Amanda Dias Torres,19.84,"Refrigerantes, Sucos, Água",59.84
2007-10-12,3131,Henrique Lopes Rocha,37.87,"Água, Alcóolicas, Sucos",71.87
2007-01-09,20100,Daniela Sousa Alves,18.07,"Sucos, Água",50.07
2007-11-11,16153,Juliana Lima Ferreira,36.88,"Água, Sucos, Alcóolicas",71.88
2007-12-19,5699,Bruno Castro,36.43,Sucos,44.43
2007-12-11,17442,Renata Campos Nascimento,49.67,"Água, Refrigerantes, Sucos",93.67
2007-02-24,10173,Marcelo Rezende,37.04,"Refrigerantes, Água",65.04
2007-09-09,14261,Felipe Barros Farias,30.08,"Refrigerantes, Sucos, Água",74.08
2007-02-07,6044,Juliana Lima,52.59,"Refrigerantes, Sucos",92.59
2007-11-09,4065,Carolina Freitas,35.68,"Alcóolicas, Sucos, Refrigerantes",74.68
2007-07-04,11824,Pedro Oliveira Santos,91.88,"Refrigerantes, Alcóolicas, Água",126.88
2007-03-23,21856,Alexandre Araújo,18.66,"Água, Refrigerantes, Sucos",50.66
2007-10-05,7484,Marcelo Rezende,41.44,"Sucos, Alcóolicas",86.44
2007-03-06,3229,Carolina Freitas,21.24,"Refrigerantes, Água, Alcóolicas",58.24
2007-09-18,4541,Pedro Oliveira,52.18,Água,56.18
2007-09-21,7402,Paula Melo,37.22,"Água, Alcóolicas, Sucos",74.22
2007-01-30,13810,Paulo Nascimento Alves,109.11,"Água, Alcóolicas, Sucos",148.11
2007-10-21,18850,Adriana Farias Barbosa,53.04,"Sucos, Alcóolicas, Água",80.04
2007-12-14,14510,Daniela Sousa,39.73,"Alcóolicas, Sucos",84.73
2007-12-14,2806,Gustavo Azevedo Sousa,55.8,"Sucos, Refrigerantes",71.8
2007-07-10,18333,Isabela Castro Vieira,44.2,Refrigerantes,52.2
2007-10-23,4380,Ana Costa Souza,22.71,Água,26.71
2007-11-27,9217,Rodrigo Neves Ramos,28.45,"Sucos, Água",40.45
2007-05-08,20979,Anderson Coelho Castro,51.4,"Sucos, Refrigerantes",91.4
2007-08-08,7015,Carlos Souza Sousa,19.41,"Água, Refrigerantes",39.41
2007-03-13,24693,Eduardo Moura Correia,22.43,"Refrigerantes, Água",50.43
2007-03-07,8326,Ricardo Barbosa Pires,19.24,"Refrigerantes, Sucos",59.24
2008-01-01,17477,Adriana Farias Vieira,90.09,Água,94.09
2007-10-04,3928,Ricardo Barbosa Lopes,47.81,Água,55.81
2007-11-06,4723,Patricia Rocha Batista,45.92,"Alcóolicas, Sucos",67.92
2007-10-09,18277,Rafael Mendes Oliveira,23.75,"Alcóolicas, Água",34.75
2007-05-30,13342,João Silva Pereira,57.2,"Refrigerantes, Água",73.2
2007-10-20,16891,Cristina Machado Machado,47.24,"Refrigerantes, Alcóolicas",85.24
2007-03-06,22659,Renata Campos Ribeiro,54.25,"Alcóolicas, Água, Sucos",87.25
2007-11-09,3797,Gustavo Azevedo,47.72,Alcóolicas,61.72
2007-09-25,16926,Rafael Mendes,57.11,Sucos,65.11
2007-12-01,463,Isabela Castro Barbosa,37.65,Água,45.65
2007-10-27,14387,Paulo Nascimento,18.9,"Refrigerantes, Sucos, Água",62.9
2007-11-08,1659,Bruna Ribeiro Carvalho,34.48,"Alcóolicas, Refrigerantes",79.48
2007-11-15,8519,Bruno Castro Fonseca,23.34,Alcóolicas,30.34
2007-02-13,5137,Thiago Monteiro,39.04,Refrigerantes,55.04
2007-03-03,22588,Marcelo Rezende Monteiro,24.81,"Refrigerantes, Sucos, Alcóolicas",77.81
2007-09-14,8753,Leticia Cunha,31.04,"Água, Alcóolicas, Refrigerantes",72.04
2007-12-25,9994,Monica Batista Pereira,24.17,Sucos,40.17
2007-01-30,5028,José Carvalho Torres,22.82,Água,34.82
2007-09-18,15243,Adriana Farias Monteiro,48.47,"Refrigerantes, Sucos",80.47
2007-02-04,24060,João Silva,43.55,"Sucos, Alcóolicas",66.55
2007-01-03,10425,Cristina Machado,54.68,"Alcóolicas, Refrigerantes, Sucos",100.68
2007-02-03,3175,Leonardo Vieira,18.67,"Alcóolicas, Água, Sucos",75.67
2007-12-26,16145,Juliana Lima Teixeira,34.81,"Água, Sucos",70.81
2007-06-29,1237,Patricia Rocha Ribeiro,41.65,"Sucos, Alcóolicas, Refrigerantes",95.65
2007-12-30,4552,Lucia Ferreira Mendes,58.0,"Água, Sucos, Alcóolicas",96.0
2007-05-31,3582,Anderson Coelho Freitas,42.56,"Água, Sucos",58.56
2007-03-30,4123,João Silva,21.78,"Alcóolicas, Sucos, Água",44.78
2007-11-16,5625,Tatiana Moreira,50.4,"Refrigerantes, Sucos",82.4
2007-01-14,20230,Henrique Lopes Dias,33.2,"Sucos, Alcóolicas",56.2
2007-03-06,1626,Henrique Lopes Neves,39.06,Refrigerantes,47.06
2007-05-08,4620,Fernanda Gomes Martins,32.08,Sucos,40.08
2007-04-27,23597,Carolina Freitas,27.4,"Refrigerantes, Água",55.4
2007-05-18,16541,Maria Santos Azevedo,34.81,Água,38.81
2007-12-14,15319,José Carvalho Costa,29.48,Água,33.48
2007-08-16,17670,Alexandre Araújo Mendes,47.77,"Sucos, Refrigerantes, Água",87.77
2007-01-30,960,Renata Campos Rodrigues,28.72,"Sucos, Alcóolicas, Água",70.72
2007-12-15,383,Camila Rodrigues Dias,36.11,"Refrigerantes, Água, Alcóolicas",78.11
2007-02-13,6513,Paula Melo Torres,47.56,"Água, Alcóolicas",76.56
2007-10-16,3760,Silvia Cavalcanti Vieira,38.43,"Alcóolicas, Água",49.43
2007-12-18,150,Adriana Farias Fonseca,43.46,"Sucos, Água",79.46
2007-01-20,12678,Fernando Alves Azevedo,26.11,"Refrigerantes, Alcóolicas",57.11
2007-03-18,22295,Fernanda Gomes Martins,45.32,"Alcóolicas, Refrigerantes, Água",83.32
2007-12-25,14818,Marcelo Rezende Cavalcanti,29.53,Alcóolicas,50.53
2007-09-26,12165,Diego Pinto Melo,25.96,"Água, Refrigerantes, Alcóolicas",60.96
2007-10-16,8130,Paula Melo Freitas,36.74,Sucos,60.74
2007-02-14,10821,Pedro Oliveira Pires,38.9,"Refrigerantes, Água",58.9
2007-02-17,1584,Gabriel Ramos Torres,93.54,"Alcóolicas, Água, Sucos",135.54
2007-12-14,1083,Simone Fonseca Sousa,105.26,Água,113.26
2007-06-29,5029,Amanda Dias Torres,27.59,"Sucos, Refrigerantes",75.59
2007-02-09,20997,Marcos Pereira Teixeira,32.52,"Refrigerantes, Alcóolicas, Água",55.52
2007-05-06,22054,Fernando Alves,32.88,Sucos,56.88
2007-05-19,5398,Patricia Rocha Cunha,48.51,Sucos,64.51
2007-11-28,894,Anderson Coelho Campos,29.41,"Refrigerantes, Água",41.41
2007-05-22,2889,Monica Batista Fonseca,79.04,"Sucos, Água",95.04
2007-01-05,10202,Simone Fonseca Gomes,26.27,"Refrigerantes, Sucos",58.27
2007-01-24,5118,Isabela Castro Silva,30.09,Refrigerantes,54.09
2007-10-03,5579,Renata Campos,29.13,"Água, Alcóolicas",48.13
2007-11-06,5946,Fernando Alves Ferreira,45.45,"Refrigerantes, Sucos, Alcóolicas",91.45
2007-01-07,9290,João Silva Torres,55.25,"Alcóolicas, Água",66.25
2007-05-13,1472,Vanessa Correia Ribeiro,59.36,"Sucos, Água, Refrigerantes",103.36
2007-09-27,19613,Rodrigo Neves Rocha,42.2,Refrigerantes,66.2
2007-02-23,12354,Thiago Monteiro,41.73,"Água, Alcóolicas",59.73
2007-12-29,25115,Fernanda Gomes,56.61,"Alcóolicas, Água, Sucos",102.61
2007-05-23,25423,Fernanda Gomes Barros,24.77,Alcóolicas,45.77
2007-10-05,18928,Leonardo Vieira Martins,47.09,Refrigerantes,71.09
2007-09-29,15195,Adriana Farias,20.26,"Alcóolicas, Sucos, Refrigerantes",59.26
2007-05-20,6587,Eduardo Moura Neves,18.63,"Alcóolicas, Sucos, Refrigerantes",49.63
2007-09-18,21018,Marcelo Rezende Azevedo,23.57,"Água, Alcóolicas, Refrigerantes",49.57
2007-10-21,5274,Leticia Cunha,31.61,"Refrigerantes, Sucos",79.61
2007-04-01,145,Simone Fonseca,23.57,"Sucos, Água, Refrigerantes",63.57
2007-10-16,8788,Isabela Castro,94.92,Sucos,102.92
2007-11-27,6758,Ricardo Barbosa Pires,56.0,"Alcóolicas, Refrigerantes",101.0
2007-09-23,14062,Daniela Sousa,39.11,"Água, Sucos, Alcóolicas",66.11
2007-01-02,21202,Carlos Souza Oliveira,57.14,"Alcóolicas, Água, Refrigerantes",87.14
2007-07-27,14136,Isabela Castro Freitas,42.23,Refrigerantes,58.23
2007-05-25,21791,Marcos Pereira Melo,20.16,Refrigerantes,44.16
2007-11-14,19657,Fernando Alves,40.9,"Sucos, Alcóolicas",63.9
2007-12-11,14422,Juliana Lima Moura,38.29,"Alcóolicas, Refrigerantes, Sucos",84.29
2007-12-05,18708,Ana Costa Santos,55.99,"Alcóolicas, Água",77.99
2007-10-04,1628,Silvia Cavalcanti Neves,43.56,"Água, Refrigerantes, Alcóolicas",62.56
2007-06-16,2760,Daniela Sousa,19.69,Alcóolicas,33.69
2007-05-18,15230,Bruna Ribeiro Mendes,31.27,"Alcóolicas, Água",64.27
2007-10-14,25944,Isabela Castro Cunha,36.5,Refrigerantes,60.5
2007-09-05,25772,Vinicius Torres Silva,44.97,"Água, Sucos",72.97
2007-02-22,22756,Anderson Coelho Teixeira,91.88,Água,99.88
2007-11-18,22463,Maria Santos Sousa,41.3,"Refrigerantes, Alcóolicas",70.3
2007-01-20,3792,Paula Melo,50.05,"Refrigerantes, Água",66.05
2007-09-11,22776,Fernanda Gomes,47.95,"Refrigerantes, Sucos, Alcóolicas",85.95
2007-07-17,2225,Raquel Pires Carvalho,51.67,Sucos,67.67
2007-02-11,10133,Marcelo Rezende,37.53,"Água, Refrigerantes, Alcóolicas",82.53
2007-04-24,12450,Daniela Sousa Azevedo,29.12,"Alcóolicas, Água",40.12
2007-04-22,24453,Gustavo Azevedo Castro,39.3,"Sucos, Água",67.3
2007-02-24,1783,João Silva,40.71,"Refrigerantes, Sucos",64.71
2007-11-15,14714,Gustavo Azevedo Cunha,23.21,"Refrigerantes, Sucos",55.21
2007-12-21,10275,Fernando Alves,59.44,Refrigerantes,75.44
2007-10-30,21640,José Carvalho Dias,51.86,"Sucos, Alcóolicas",74.86
2007-01-23,12816,Pedro Oliveira,48.5,Sucos,56.5
2007-12-11,20748,Eduardo Moura Machado,56.34,"Sucos, Alcóolicas, Água",89.34
2007-03-30,12395,Camila Rodrigues Souza,51.83,Refrigerantes,75.83
2007-03-06,15841,Lucas Teixeira Lima,40.22,"Sucos, Refrigerantes",80.22
2007-08-04,8365,Ana Costa,56.71,Refrigerantes,80.71
2007-03-23,1964,Raquel Pires,36.3,"Sucos, Água, Refrigerantes",72.3
2007-11-07,20366,Raquel Pires,49.14,"Alcóolicas, Refrigerantes, Água",83.14
2007-11-15,1703,Gabriel Ramos,23.16,"Refrigerantes, Alcóolicas, Sucos",60.16
2007-01-12,18177,Marcelo Rezende Moreira,52.81,Alcóolicas,59.81
2007-09-14,21417,Daniela Sousa Santos,20.66,Água,24.66
2007-05-15,1957,Bruno Castro,29.46,"Água, Refrigerantes, Alcóolicas",60.46
2007-05-24,21727,Silvia Cavalcanti,29.37,Alcóolicas,50.37
2007-01-02,13422,Patricia Rocha Ferreira,58.27,Refrigerantes,74.27
2007-01-31,2757,Renata Campos Melo,53.93,"Sucos, Alcóolicas, Água",96.93
2007-03-21,9710,Vinicius Torres Batista,21.7,"Água, Alcóolicas, Refrigerantes",48.7
2007-10-11,3872,Diego Pinto,41.98,"Água, Refrigerantes",69.98
2007-11-11,21015,Isabela Castro Alves,53.74,"Água, Sucos, Alcóolicas",87.74
2007-03-25,22644,Maria Santos,34.67,Refrigerantes,58.67
2007-04-24,23984,Bruno Castro Cunha,40.23,Água,52.23
2007-06-17,24617,Monica Batista Oliveira,29.61,"Água, Alcóolicas, Refrigerantes",72.61
2007-11-25,6333,Anderson Coelho Cardoso,25.52,Alcóolicas,39.52
2007-11-21,19704,Ana Costa Pinto,55.79,"Alcóolicas, Água, Sucos",93.79
2007-11-25,16383,Pedro Oliveira,21.24,"Alcóolicas, Água",50.24
2007-07-18,1943,Carlos Souza Dias,23.02,"Água, Alcóolicas",48.02
2007-05-27,8381,Marcelo Rezende Batista,36.48,"Refrigerantes, Alcóolicas",66.48
2007-03-15,14125,Adriana Farias,46.36,"Água, Alcóolicas",72.36
2007-06-01,15224,Bruna Ribeiro Pereira,25.4,"Refrigerantes, Sucos",65.4
2007-12-09,14754,Maria Santos Campos,24.33,"Refrigerantes, Água",36.33
2007-10-14,9438,Alexandre Araújo Vieira,41.12,"Alcóolicas, Sucos",63.12
2007-07-26,19356,Marcos Pereira Correia,34.81,"Água, Refrigerantes, Alcóolicas",75.81
2007-09-21,15727,Lucas Teixeira Gomes,36.01,Alcóolicas,57.01
2007-10-26,4616,Paula Melo,44.39,"Refrigerantes, Alcóolicas",81.39
2007-12-09,3105,Juliana Lima Nascimento,43.48,"Alcóolicas, Refrigerantes, Sucos",82.48
2007-11-23,19932,Rafael Mendes,31.68,"Alcóolicas, Água",56.68
2007-07-20,14445,Pedro Oliveira Ferreira,49.82,Refrigerantes,57.82
2007-02-06,10146,Pedro Oliveira Castro,54.05,"Sucos, Água, Refrigerantes",90.05
2007-12-22,12303,Carlos Souza Sousa,23.12,"Sucos, Água",47.12
2007-03-06,1749,Gustavo Azevedo Nascimento,20.03,"Alcóolicas, Água",35.03
2007-10-21,12712,Silvia Cavalcanti,45.02,"Alcóolicas, Água",74.02
2007-11-20,17402,Tatiana Moreira Barbosa,21.55,"Água, Refrigerantes, Sucos",77.55
2007-05-20,18954,Patricia Rocha,48.56,Alcóolicas,69.56
2007-11-13,11221,Paulo Nascimento Pires,22.0,"Alcóolicas, Sucos",53.0
2007-09-29,1791,Marcos Pereira Moura,48.54,"Alcóolicas, Sucos",79.54
2007-04-27,21993,Fernanda Gomes Duarte,47.63,"Alcóolicas, Sucos, Água",74.63
2007-01-25,20635,Cristina Machado,38.68,"Refrigerantes, Água, Alcóolicas",84.68
2007-03-11,16561,Diego Pinto Rocha,54.67,"Alcóolicas, Refrigerantes",92.67
2007-03-20,16053,Beatriz Cardoso,56.7,"Sucos, Alcóolicas",79.7
2007-09-25,23653,Lucas Teixeira Ribeiro,36.18,Sucos,44.18
2007-12-11,21789,Paula Melo,32.0,"Alcóolicas, Sucos",55.0
2007-03-11,998,Gabriel Ramos Torres,37.07,Sucos,53.07
2007-09-21,5740,Ana Costa Alves,43.37,"Refrigerantes, Água",79.37
2007-02-11,24373,Simone Fonseca Freitas,46.35,"Água, Refrigerantes",66.35
2007-08-07,3198,Simone Fonseca Pinto,58.55,"Sucos, Água",86.55
2007-03-14,10253,Diego Pinto Ferreira,43.31,"Refrigerantes, Alcóolicas",80.31
2007-01-26,17771,Daniela Sousa Lima,41.15,Água,53.15
2007-11-25,4382,Vanessa Correia Souza,74.68,"Sucos, Água",94.68
2007-03-27,17579,Eduardo Moura,25.03,"Alcóolicas, Refrigerantes, Água",60.03
2007-12-20,23934,Vanessa Correia,23.13,"Refrigerantes, Sucos",55.13
2007-10-21,6757,Alexandre Araújo Pires,25.43,Água,33.43
2007-03-06,11801,Anderson Coelho Vieira,48.78,Água,56.78
2007-11-01,6020,Fernando Alves Cunha,54.88,"Alcóolicas, Água",73.88
2007-08-14,16654,Rafael Mendes,34.74,"Alcóolicas, Refrigerantes",63.74
2007-02-18,1057,Marcelo Rezende Duarte,46.59,Refrigerantes,70.59
2007-02-22,17655,Adriana Farias Cavalcanti,59.33,Alcóolicas,73.33
2007-08-31,25998,Paulo Nascimento Silva,33.06,Sucos,57.06
2007-09-11,4381,Marcelo Rezende Souza,35.51,"Refrigerantes, Água, Alcóolicas",80.51
2007-03-06,1530,Marcelo Rezende Farias,52.26,Sucos,68.26
2007-12-12,623,Rodrigo Neves Teixeira,21.58,"Refrigerantes, Alcóolicas, Sucos",90.58
2007-11-25,4327,Mariana Duarte Ramos,49.82,Alcóolicas,56.82
2007-10-09,7100,Thiago Monteiro Monteiro,47.6,Sucos,55.6
2007-11-24,3734,Lucia Ferreira,18.84,Refrigerantes,42.84
2007-05-26,700,José Carvalho Machado,54.51,"Sucos, Água",78.51
2007-09-12,11096,Ricardo Barbosa Barros,27.27,Água,31.27
2007-12-02,16748,Diego Pinto,41.06,"Refrigerantes, Sucos",81.06
2007-08-21,24227,Tatiana Moreira Machado,109.2,"Sucos, Água",125.2
2007-10-21,17385,Bruna Ribeiro Rodrigues,38.81,"Sucos, Alcóolicas",83.81
2007-12-18,15302,Rafael Mendes,74.52,Refrigerantes,98.52
2007-02-01,8013,Mariana Duarte Torres,27.34,"Água, Refrigerantes",43.34
2007-09-01,11818,João Silva Carvalho,45.8,"Sucos, Água, Alcóolicas",102.8
2007-11-29,16797,Leonardo Vieira Araújo,59.69,"Alcóolicas, Refrigerantes",90.69
2007-09-04,23233,Carolina Freitas Batista,35.23,Sucos,51.23
2007-04-12,914,Mariana Duarte Araújo,36.64,"Alcóolicas, Refrigerantes, Sucos",82.64
2007-11-02,5730,Patricia Rocha,45.28,Alcóolicas,59.28
2007-09-25,2602,Raquel Pires Moura,20.94,"Sucos, Água",56.94
2007-02-15,9950,Juliana Lima,35.54,"Sucos, Água, Refrigerantes",55.54
2007-12-19,5192,Marcos Pereira,55.13,Refrigerantes,71.13
2007-02-02,16784,Silvia Cavalcanti,31.82,Água,35.82
2007-08-11,10377,Gustavo Azevedo,27.6,"Refrigerantes, Sucos",67.6
2007-11-29,1867,Juliana Lima,46.13,"Refrigerantes, Água",70.13
2007-03-17,25189,Isabela Castro Mendes,19.75,Refrigerantes,43.75
2007-05-25,22290,Roberto Martins,45.04,"Alcóolicas, Refrigerantes, Sucos",83.04
2007-11-18,3641,Maria Santos Moura,38.1,"Sucos, Alcóolicas",61.1
2007-05-19,17354,Henrique Lopes Duarte,20.93,"Refrigerantes, Alcóolicas, Sucos",43.93
2007-11-13,19872,Diego Pinto,54.0,"Água, Refrigerantes",86.0
2007-02-27,21687,Marcelo Rezende,32.24,"Alcóolicas, Refrigerantes",47.24
2007-12-18,20565,Lucas Teixeira Ramos,32.49,Água,40.49
2007-03-27,9283,Lucia Ferreira Pires,45.03,"Refrigerantes, Sucos",69.03
2007-04-14,6455,José Carvalho Rezende,48.92,"Água, Sucos",80.92
2007-01-30,6451,Beatriz Cardoso Monteiro,48.72,Sucos,72.72
2007-06-17,20356,Bruno Castro Fonseca,32.42,"Sucos, Refrigerantes, Água",68.42
2007-03-31,15377,Daniela Sousa Correia,31.86,Água,43.86
2007-03-20,16532,Marcos Pereira Neves,19.13,"Água, Alcóolicas",30.13
2007-03-27,20551,Lucia Ferreira Torres,59.53,Alcóolicas,80.53
2007-02-11,22410,Fernando Alves,40.9,"Refrigerantes, Alcóolicas, Sucos",93.9
2007-12-20,4232,Daniela Sousa Machado,34.47,Refrigerantes,50.47
2007-01-27,16698,Cristina Machado Rodrigues,27.84,"Sucos, Refrigerantes",51.84
2007-02-22,11547,Roberto Martins Castro,94.42,"Alcóolicas, Sucos, Água",147.42
2007-01-25,1601,Daniela Sousa Alves,48.89,"Sucos, Refrigerantes",88.89
2007-12-29,5916,Renata Campos,56.27,Sucos,72.27
2007-07-22,16305,José Carvalho,37.76,Alcóolicas,58.76
2007-11-07,3018,Marcelo Rezende,51.4,"Água, Refrigerantes, Sucos",83.4
2007-11-27,10754,Monica Batista Campos,53.88,"Refrigerantes, Alcóolicas, Água",94.88
2007-03-29,5733,Bruno Castro Monteiro,31.74,"Sucos, Água",63.74
2007-01-16,1283,Tatiana Moreira,23.16,Refrigerantes,31.16
2007-10-26,3355,Marcelo Rezende Batista,58.82,"Refrigerantes, Alcóolicas",81.82
2007-03-04,10326,Fernanda Gomes,79.29,Sucos,95.29
2007-06-19,14647,Henrique Lopes Nascimento,19.61,"Água, Sucos",51.61
2007-03-13,4646,Juliana Lima,45.2,"Alcóolicas, Sucos",68.2
2007-12-29,16101,Isabela Castro Castro,18.27,"Sucos, Refrigerantes, Alcóolicas",65.27
2007-01-14,12059,Ricardo Barbosa Teixeira,18.26,"Alcóolicas, Sucos",33.26
2007-02-20,10977,João Silva Costa,57.35,Refrigerantes,65.35
2007-04-06,12740,Renata Campos Campos,43.84,"Refrigerantes, Alcóolicas, Água",89.84
2007-04-24,25507,Roberto Martins Rezende,32.73,Alcóolicas,53.73
2007-09-25,12134,Anderson Coelho Rocha,27.84,Sucos,43.84
2007-03-01,548,Gabriel Ramos Moreira,44.95,"Refrigerantes, Alcóolicas",82.95
2007-07-31,5092,Lucia Ferreira Martins,56.55,"Refrigerantes, Alcóolicas",93.55
2007-01-23,2712,Felipe Barros,47.53,"Alcóolicas, Refrigerantes, Água",70.53
2007-01-06,24866,Mariana Duarte,47.24,"Sucos, Água",71.24
2007-05-17,25536,Paula Melo Neves,37.09,"Sucos, Alcóolicas",75.09
2007-10-30,20410,Renata Campos Coelho,43.38,Refrigerantes,67.38
2007-01-27,18886,Juliana Lima Sousa,21.52,"Refrigerantes, Sucos",69.52
2007-04-07,17024,Daniela Sousa Carvalho,54.79,"Água, Refrigerantes, Sucos",114.79
2007-10-13,25055,Mariana Duarte,33.98,Refrigerantes,57.98
2007-09-23,20776,Cristina Machado,57.63,"Sucos, Alcóolicas, Refrigerantes",104.63
2007-11-06,19620,Leticia Cunha Rocha,41.43,Refrigerantes,57.43
2007-06-20,3799,Leticia Cunha Batista,24.5,"Refrigerantes, Água",60.5
2007-12-11,6897,Lucia Ferreira,67.76,Refrigerantes,75.76
2007-12-16,5467,Thiago Monteiro Alves,47.1,"Sucos, Água",79.1
2007-05-15,22301,Paula Melo Santos,25.34,Refrigerantes,33.34
2007-05-12,7478,Vinicius Torres Azevedo,46.48,"Alcóolicas, Sucos, Refrigerantes",115.48
2007-08-21,4282,Juliana Lima Sousa,56.22,Refrigerantes,72.22
2007-12-04,10898,Carlos Souza Castro,47.96,"Sucos, Água, Alcóolicas",81.96
2007-01-25,22755,João Silva Teixeira,23.82,"Água, Sucos, Alcóolicas",73.82
2007-12-23,22661,Daniela Sousa Ribeiro,54.99,"Sucos, Alcóolicas",76.99
2007-08-30,386,Lucas Teixeira,24.81,"Refrigerantes, Água, Alcóolicas",58.81
2007-11-11,6586,Rodrigo Neves,22.79,"Sucos, Alcóolicas, Refrigerantes",52.79
2007-08-19,8975,Juliana Lima Vieira,57.2,"Alcóolicas, Água, Refrigerantes",92.2
2007-04-10,7776,João Silva Ribeiro,46.41,"Água, Refrigerantes",62.41
2007-05-04,21810,Tatiana Moreira,39.85,"Refrigerantes, Água",75.85
2007-08-15,13339,José Carvalho Pereira,28.39,"Alcóolicas, Refrigerantes, Água",73.39
2007-01-25,19354,Lucas Teixeira Correia,34.27,"Água, Sucos, Refrigerantes",54.27
2007-11-13,18354,Daniela Sousa Araújo,39.99,Alcóolicas,53.99
2007-02-22,18287,Tatiana Moreira Pires,40.84,"Refrigerantes, Alcóolicas",62.84
2007-10-30,26009,José Carvalho Araújo,46.59,"Água, Sucos, Alcóolicas",95.59
2007-08-23,23319,Camila Rodrigues Martins,39.52,"Alcóolicas, Água",58.52
2007-02-14,15886,Mariana Duarte Souza,25.6,"Água, Sucos, Alcóolicas",63.6
2007-03-20,19619,Marcelo Rezende Rocha,59.68,"Água, Alcóolicas, Refrigerantes",86.68
2007-04-22,4374,Bruna Ribeiro,68.42,"Sucos, Refrigerantes, Água",104.42
2007-06-03,24364,Monica Batista Dias,50.02,Sucos,66.02
2007-12-18,20603,Fernanda Gomes,37.9,"Refrigerantes, Alcóolicas, Água",72.9
2007-02-25,10165,Cristina Machado Torres,18.32,"Refrigerantes, Sucos, Alcóolicas",57.32
2007-01-31,21504,Leonardo Vieira Campos,46.77,"Alcóolicas, Água",75.77
2007-08-05,8346,Gabriel Ramos,59.05,"Sucos, Refrigerantes",91.05
2007-11-27,3124,Marcos Pereira,36.14,Refrigerantes,60.14
2007-06-17,13733,Vinicius Torres Sousa,57.65,"Água, Alcóolicas",90.65
2007-03-20,20919,Vanessa Correia Batista,46.12,"Água, Alcóolicas, Sucos",77.12
2007-07-28,6855,Rodrigo Neves Barbosa,45.91,"Refrigerantes, Sucos",77.91
2007-05-12,12126,Rafael Mendes Pires,40.45,"Alcóolicas, Sucos, Refrigerantes",101.45
2007-02-25,9065,Fernanda Gomes Azevedo,43.31,Água,47.31
2007-07-14,24873,Felipe Barros Melo,92.3,"Sucos, Água",104.3
2007-02-09,1049,Bruno Castro Rocha,22.12,"Refrigerantes, Sucos",54.12
2007-09-14,1506,Camila Rodrigues,80.21,Água,92.21
2007-06-08,6405,Mariana Duarte,30.57,"Refrigerantes, Água, Alcóolicas",60.57
2007-11-13,1462,Thiago Monteiro Coelho,29.96,"Água, Alcóolicas",55.96
2007-04-18,12861,Camila Rodrigues,23.42,Alcóolicas,37.42
2007-10-27,23429,Marcelo Rezende,26.61,"Refrigerantes, Alcóolicas",49.61
2007-05-15,15197,Vanessa Correia,51.94,Sucos,75.94
2007-10-28,9960,Carlos Souza Rodrigues,26.56,"Sucos, Alcóolicas, Refrigerantes",79.56
2007-06-06,19572,Bruna Ribeiro Pinto,25.33,Água,33.33
2007-02-13,17251,Camila Rodrigues,48.81,"Água, Refrigerantes, Alcóolicas",82.81
2007-02-10,21535,Patricia Rocha Alves,46.83,"Água, Refrigerantes",78.83
2007-10-10,11423,Rodrigo Neves,27.51,"Alcóolicas, Sucos",57.51
2007-10-16,23700,Silvia Cavalcanti,18.47,Alcóolicas,32.47
2007-10-16,19128,Maria Santos Lopes,41.79,Água,49.79
2007-12-22,20946,Patricia Rocha Ferreira,18.17,Refrigerantes,34.17
2007-11-28,12316,Roberto Martins,44.72,"Água, Refrigerantes",72.72
2007-01-09,2158,José Carvalho Santos,24.44,Refrigerantes,32.44
2007-11-02,22490,Beatriz Cardoso,42.71,"Alcóolicas, Água, Sucos",65.71
2007-01-13,1080,Daniela Sousa,24.86,"Água, Refrigerantes, Alcóolicas",65.86
2007-03-16,19406,Felipe Barros Fonseca,54.94,"Sucos, Alcóolicas, Refrigerantes",115.94
2007-03-02,24942,Paula Melo Azevedo,59.61,"Água, Sucos",87.61
2007-05-26,19731,Beatriz Cardoso Rezende,32.87,Água,44.87
2007-10-07,1257,Carolina Freitas Torres,54.65,"Água, Sucos",90.65
2007-04-20,13098,Ana Costa Moura,49.5,"Sucos, Água, Refrigerantes",81.5
2007-11-25,10759,Vanessa Correia,49.0,"Sucos, Alcóolicas",79.0
2007-05-08,3044,Simone Fonseca,28.98,"Refrigerantes, Água",44.98
2007-11-28,7399,Daniela Sousa Sousa,36.15,Refrigerantes,52.15
2007-12-20,20477,Raquel Pires Santos,46.84,Sucos,70.84
2007-11-28,22410,Fernando Alves,43.1,"Sucos, Alcóolicas, Água",92.1
2007-05-25,17655,Adriana Farias Cavalcanti,59.17,"Alcóolicas, Sucos",88.17
2007-11-06,1147,Lucas Teixeira Ramos,46.66,Água,58.66
2007-12-04,22679,Tatiana Moreira Neves,48.14,Alcóolicas,69.14
2007-11-28,8095,Juliana Lima Monteiro,26.79,"Sucos, Água",38.79
2007-01-19,16403,Felipe Barros Santos,51.35,Água,55.35
2007-04-04,10165,Cristina Machado Torres,39.02,Sucos,47.02
2007-07-31,2420,Marcelo Rezende Rodrigues,44.83,"Sucos, Refrigerantes",84.83
2007-01-18,24457,Felipe Barros Castro,30.24,Sucos,54.24
2007-01-04,13989,Alexandre Araújo Azevedo,44.48,Água,52.48
2007-08-04,13086,Pedro Oliveira,32.99,"Sucos, Alcóolicas, Água",59.99
